from,to,relation,weight
JeFi,kiky,3,99
kiky,JeFi,3,99
SiOlPi,Mul,1,99
FiDeCoOfThPh,Mul,2,1
ladi,Mul,1,99
krda,Mul,1,99
ladi,krda,3,99
krda,ladi,3,99
FiDeCoOfThPh,SiOlPi,2,1
SiOlPi,ladi,3,99
SiOlPi,krda,3,99
ladi,SiOlPi,3,99
krda,SiOlPi,3,99
AnFi,His,1,99
CaFi,His,1,99
InDeLaCiYDeLaArAu,His,2,1
InCaDeLeEmCu,His,2,1
CeNaDuCiEtDeLiAn,His,2,1
motr,His,1,99
thlo,His,1,99
alse,His,1,99
motr,alse,3,99
thlo,alse,3,99
motr,thlo,3,99
alse,thlo,3,99
thlo,motr,3,99
alse,motr,3,99
InDeLaCiYDeLaArAu,AnFi,2,1
InCaDeLeEmCu,AnFi,2,1
CeNaDuCiEtDeLiAn,AnFi,2,1
InDeLaCiYDeLaArAu,CaFi,2,1
InCaDeLeEmCu,CaFi,2,1
CeNaDuCiEtDeLiAn,CaFi,2,1
AnFi,motr,3,99
CaFi,motr,3,99
AnFi,thlo,3,99
CaFi,thlo,3,99
AnFi,alse,3,99
CaFi,alse,3,99
motr,AnFi,3,99
motr,CaFi,3,99
thlo,AnFi,3,99
thlo,CaFi,3,99
alse,AnFi,3,99
alse,CaFi,3,99
SiTyLi,IDan,1,99
WhNoPr,IDan,1,99
LeFiDuFl ,IDan,1,99
BbcFi,IDan,1,99
SiFil ,IDan,1,99
CaKaPr,IDan,1,99
WiBuPr,IDan,1,99
FrCi,IDan,1,99
TaShDuGoFeDeBe,IDan,2,1
BrFiIn,IDan,2,1
CrEuMe,IDan,2,1
rebr,IDan,1,99
TaShDuGoFeDeBe,SiTyLi,2,1
TaShDuGoFeDeBe,WhNoPr,2,1
TaShDuGoFeDeBe,LeFiDuFl ,2,1
TaShDuGoFeDeBe,BbcFi,2,1
TaShDuGoFeDeBe,SiFil ,2,1
TaShDuGoFeDeBe,CaKaPr,2,1
TaShDuGoFeDeBe,WiBuPr,2,1
TaShDuGoFeDeBe,FrCi,2,1
BrFiIn,SiTyLi,2,1
BrFiIn,WhNoPr,2,1
BrFiIn,LeFiDuFl ,2,1
BrFiIn,BbcFi,2,1
BrFiIn,SiFil ,2,1
BrFiIn,CaKaPr,2,1
BrFiIn,WiBuPr,2,1
BrFiIn,FrCi,2,1
CrEuMe,SiTyLi,2,1
CrEuMe,WhNoPr,2,1
CrEuMe,LeFiDuFl ,2,1
CrEuMe,BbcFi,2,1
CrEuMe,SiFil ,2,1
CrEuMe,CaKaPr,2,1
CrEuMe,WiBuPr,2,1
CrEuMe,FrCi,2,2
SiTyLi,rebr,3,99
WhNoPr,rebr,3,99
LeFiDuFl ,rebr,3,99
BbcFi,rebr,3,99
SiFil ,rebr,3,99
CaKaPr,rebr,3,99
WiBuPr,rebr,3,99
FrCi,rebr,3,99
rebr,SiTyLi,3,99
rebr,WhNoPr,3,99
rebr,LeFiDuFl ,3,99
rebr,BbcFi,3,99
rebr,SiFil ,3,99
rebr,CaKaPr,3,99
rebr,WiBuPr,3,99
rebr,FrCi,3,99
Pa,Dhe,1,99
WhNoPr,Dhe,1,99
FrCi,Dhe,1,99
MitMe,Dhe,2,1
paca,Dhe,1,99
grso,Dhe,1,99
paca,grso,3,99
grso,paca,3,99
MitMe,Pa,2,1
MitMe,WhNoPr,2,1
MitMe,FrCi,2,1
Pa,paca,3,99
Pa,grso,3,99
WhNoPr,paca,3,99
WhNoPr,grso,3,99
FrCi,paca,3,99
FrCi,grso,3,99
paca,Pa,3,99
paca,WhNoPr,3,99
paca,FrCi,3,99
grso,Pa,3,99
grso,WhNoPr,3,99
grso,FrCi,3,99
ArFrCi,Kis,1,99
ZeFi,Kis,1,99
BrFiPr,Kis,1,99
MeFi,Kis,1,99
Fi,Kis,2,1
MeBe,Kis,2,1
MitMe,Kis,2,1
Eu,Kis,2,1
rebu,Kis,1,99
olpe,Kis,1,99
haal,Kis,1,99
zeat,Kis,1,99
nuce,Kis,1,99
mudo,Kis,1,99
alma,Kis,1,99
muyi,Kis,1,99
rebu,olpe,3,99
rebu,haal,3,99
rebu,zeat,3,99
rebu,nuce,3,99
rebu,mudo,3,99
rebu,alma,3,99
rebu,muyi,3,99
olpe,rebu,3,99
olpe,haal,3,99
olpe,zeat,3,99
olpe,nuce,3,99
olpe,mudo,3,99
olpe,alma,3,99
olpe,muyi,3,99
haal,rebu,3,99
haal,olpe,3,99
haal,zeat,3,99
haal,nuce,3,99
haal,mudo,3,99
haal,alma,3,99
haal,muyi,3,99
zeat,rebu,3,99
zeat,olpe,3,99
zeat,haal,3,99
zeat,nuce,3,99
zeat,mudo,3,99
zeat,alma,3,99
zeat,muyi,3,99
nuce,rebu,3,99
nuce,olpe,3,99
nuce,haal,3,99
nuce,zeat,3,99
nuce,mudo,3,99
nuce,alma,3,99
nuce,muyi,3,99
mudo,rebu,3,99
mudo,olpe,3,99
mudo,haal,3,99
mudo,zeat,3,99
mudo,nuce,3,99
mudo,alma,3,99
mudo,muyi,3,99
alma,rebu,3,99
alma,olpe,3,99
alma,haal,3,99
alma,zeat,3,99
alma,nuce,3,99
alma,mudo,3,99
alma,muyi,3,99
muyi,rebu,3,99
muyi,olpe,3,99
muyi,haal,3,99
muyi,zeat,3,99
muyi,nuce,3,99
muyi,mudo,3,99
muyi,alma,3,99
Fi,ArFrCi,2,4
Fi,ZeFi,2,1
Fi,BrFiPr,2,1
Fi,MeFi,2,1
MeBe,ArFrCi,2,3
MeBe,ZeFi,2,1
MeBe,BrFiPr,2,1
MeBe,MeFi,2,1
MitMe,ArFrCi,2,1
MitMe,ZeFi,2,1
MitMe,BrFiPr,2,1
MitMe,MeFi,2,1
Eu,ArFrCi,2,4
Eu,ZeFi,2,1
Eu,BrFiPr,2,1
Eu,MeFi,2,1
ArFrCi,rebu,3,99
ArFrCi,olpe,3,99
ArFrCi,haal,3,99
ArFrCi,zeat,3,99
ArFrCi,nuce,3,99
ArFrCi,mudo,3,99
ArFrCi,alma,3,99
ArFrCi,muyi,3,99
ZeFi,rebu,3,99
ZeFi,olpe,3,99
ZeFi,haal,3,99
ZeFi,zeat,3,99
ZeFi,nuce,3,99
ZeFi,mudo,3,99
ZeFi,alma,3,99
ZeFi,muyi,3,99
BrFiPr,rebu,3,99
BrFiPr,olpe,3,99
BrFiPr,haal,3,99
BrFiPr,zeat,3,99
BrFiPr,nuce,3,99
BrFiPr,mudo,3,99
BrFiPr,alma,3,99
BrFiPr,muyi,3,99
MeFi,rebu,3,99
MeFi,olpe,3,99
MeFi,haal,3,99
MeFi,zeat,3,99
MeFi,nuce,3,99
MeFi,mudo,3,99
MeFi,alma,3,99
MeFi,muyi,3,99
rebu,ArFrCi,3,99
rebu,ZeFi,3,99
rebu,BrFiPr,3,99
rebu,MeFi,3,99
olpe,ArFrCi,3,99
olpe,ZeFi,3,99
olpe,BrFiPr,3,99
olpe,MeFi,3,99
haal,ArFrCi,3,99
haal,ZeFi,3,99
haal,BrFiPr,3,99
haal,MeFi,3,99
zeat,ArFrCi,3,99
zeat,ZeFi,3,99
zeat,BrFiPr,3,99
zeat,MeFi,3,99
nuce,ArFrCi,3,99
nuce,ZeFi,3,99
nuce,BrFiPr,3,99
nuce,MeFi,3,99
mudo,ArFrCi,3,99
mudo,ZeFi,3,99
mudo,BrFiPr,3,99
mudo,MeFi,3,99
alma,ArFrCi,3,99
alma,ZeFi,3,99
alma,BrFiPr,3,99
alma,MeFi,3,99
muyi,ArFrCi,3,99
muyi,ZeFi,3,99
muyi,BrFiPr,3,99
muyi,MeFi,3,99
AlFi,LaV,1,99
WiBuPr,LaV,1,99
FrCi,LaV,1,99
QuSoFi,LaV,1,99
ScPi,LaV,1,99
VeFi,LaV,1,99
CeNaDuCiEtDeLiAn,LaV,2,1
Eu,LaV,2,1
PiReHa,LaV,2,1
brch,LaV,1,99
abke,LaV,1,99
gele,LaV,1,99
vima,LaV,1,99
anma,LaV,1,99
brch,abke,3,99
brch,gele,3,99
brch,vima,3,99
brch,anma,3,99
abke,brch,3,99
abke,gele,3,99
abke,vima,3,99
abke,anma,3,99
gele,brch,3,99
gele,abke,3,99
gele,vima,3,99
gele,anma,3,99
vima,brch,3,99
vima,abke,3,99
vima,gele,3,99
vima,anma,3,99
anma,brch,3,99
anma,abke,3,99
anma,gele,3,99
anma,vima,3,99
CeNaDuCiEtDeLiAn,AlFi,2,1
CeNaDuCiEtDeLiAn,WiBuPr,2,2
CeNaDuCiEtDeLiAn,FrCi,2,2
CeNaDuCiEtDeLiAn,QuSoFi,2,1
CeNaDuCiEtDeLiAn,ScPi,2,1
CeNaDuCiEtDeLiAn,VeFi,2,1
Eu,AlFi,2,1
Eu,WiBuPr,2,1
Eu,FrCi,2,2
Eu,QuSoFi,2,1
Eu,ScPi,2,1
Eu,VeFi,2,1
PiReHa,AlFi,2,1
PiReHa,WiBuPr,2,1
PiReHa,FrCi,2,1
PiReHa,QuSoFi,2,1
PiReHa,ScPi,2,1
PiReHa,VeFi,2,1
AlFi,brch,3,99
AlFi,abke,3,99
AlFi,gele,3,99
AlFi,vima,3,99
AlFi,anma,3,99
WiBuPr,brch,3,99
WiBuPr,abke,3,99
WiBuPr,gele,3,99
WiBuPr,vima,3,99
WiBuPr,anma,3,99
FrCi,brch,3,99
FrCi,abke,3,99
FrCi,gele,3,99
FrCi,vima,3,99
FrCi,anma,3,99
QuSoFi,brch,3,99
QuSoFi,abke,3,99
QuSoFi,gele,3,99
QuSoFi,vima,3,99
QuSoFi,anma,3,99
ScPi,brch,3,99
ScPi,abke,3,99
ScPi,gele,3,99
ScPi,vima,3,99
ScPi,anma,3,99
VeFi,brch,3,99
VeFi,abke,3,99
VeFi,gele,3,99
VeFi,vima,3,99
VeFi,anma,3,99
brch,AlFi,3,99
brch,WiBuPr,3,99
brch,FrCi,3,99
brch,QuSoFi,3,99
brch,ScPi,3,99
brch,VeFi,3,99
abke,AlFi,3,99
abke,WiBuPr,3,99
abke,FrCi,3,99
abke,QuSoFi,3,99
abke,ScPi,3,99
abke,VeFi,3,99
gele,AlFi,3,99
gele,WiBuPr,3,99
gele,FrCi,3,99
gele,QuSoFi,3,99
gele,ScPi,3,99
gele,VeFi,3,99
vima,AlFi,3,99
vima,WiBuPr,3,99
vima,FrCi,3,99
vima,QuSoFi,3,99
vima,ScPi,3,99
vima,VeFi,3,99
anma,AlFi,3,99
anma,WiBuPr,3,99
anma,FrCi,3,99
anma,QuSoFi,3,99
anma,ScPi,3,99
anma,VeFi,3,99
InFi,You,1,99
CAg,You,1,99
MeFil,You,1,99
Eu,You,2,1
vias,You,1,99
chca,You,1,99
frcim,You,1,99
faco,You,1,99
nigi,You,1,99
elka,You,1,99
dako,You,1,99
rogr,You,1,99
musa,You,1,99
jesey,You,1,99
anwa,You,1,99
stwo,You,1,99
vias,chca,3,99
vias,frcim,3,99
vias,faco,3,99
vias,nigi,3,99
vias,elka,3,99
vias,dako,3,99
vias,rogr,3,99
vias,musa,3,99
vias,jesey,3,99
vias,anwa,3,99
vias,stwo,3,99
chca,vias,3,99
frcim,vias,3,99
faco,vias,3,99
nigi,vias,3,99
elka,vias,3,99
dako,vias,3,99
rogr,vias,3,99
musa,vias,3,99
jesey,vias,3,99
anwa,vias,3,99
stwo,vias,3,99
chca,frcim,3,99
chca,faco,3,99
chca,nigi,3,99
chca,elka,3,99
chca,dako,3,99
chca,rogr,3,99
chca,musa,3,99
chca,jesey,3,99
chca,anwa,3,99
chca,stwo,3,99
frcim,chca,3,99
faco,chca,3,99
nigi,chca,3,99
elka,chca,3,99
dako,chca,3,99
rogr,chca,3,99
musa,chca,3,99
jesey,chca,3,99
anwa,chca,3,99
stwo,chca,3,99
frcim,faco,3,99
frcim,nigi,3,99
frcim,elka,3,99
frcim,dako,3,99
frcim,rogr,3,99
frcim,musa,3,99
frcim,jesey,3,99
frcim,anwa,3,99
frcim,stwo,3,99
faco,frcim,3,99
nigi,frcim,3,99
elka,frcim,3,99
dako,frcim,3,99
rogr,frcim,3,99
musa,frcim,3,99
jesey,frcim,3,99
anwa,frcim,3,99
stwo,frcim,3,99
faco,nigi,3,99
faco,elka,3,99
faco,dako,3,99
faco,rogr,3,99
faco,musa,3,99
faco,jesey,3,99
faco,anwa,3,99
faco,stwo,3,99
nigi,faco,3,99
elka,faco,3,99
dako,faco,3,99
rogr,faco,3,99
musa,faco,3,99
jesey,faco,3,99
anwa,faco,3,99
stwo,faco,3,99
nigi,elka,3,99
nigi,dako,3,99
nigi,rogr,3,99
nigi,musa,3,99
nigi,jesey,3,99
nigi,anwa,3,99
nigi,stwo,3,99
elka,nigi,3,99
dako,nigi,3,99
rogr,nigi,3,99
musa,nigi,3,99
jesey,nigi,3,99
anwa,nigi,3,99
stwo,nigi,3,99
elka,dako,3,99
elka,rogr,3,99
elka,musa,3,99
elka,jesey,3,99
elka,anwa,3,99
elka,stwo,3,99
dako,elka,3,99
rogr,elka,3,99
musa,elka,3,99
jesey,elka,3,99
anwa,elka,3,99
stwo,elka,3,99
dako,rogr,3,99
dako,musa,3,99
dako,jesey,3,99
dako,anwa,3,99
dako,stwo,3,99
rogr,dako,3,99
musa,dako,3,99
jesey,dako,3,99
anwa,dako,3,99
stwo,dako,3,99
rogr,musa,3,99
rogr,jesey,3,99
rogr,anwa,3,99
rogr,stwo,3,99
musa,rogr,3,99
jesey,rogr,3,99
anwa,rogr,3,99
stwo,rogr,3,99
musa,jesey,3,99
musa,anwa,3,99
musa,stwo,3,99
jesey,musa,3,99
anwa,musa,3,99
stwo,musa,3,99
jesey,anwa,3,99
jesey,stwo,3,99
anwa,jesey,3,99
stwo,jesey,3,99
anwa,stwo,3,99
stwo,anwa,3,99
Eu,InFi,2,2
Eu,CAg,2,1
Eu,MeFil,2,2
InFi,vias,3,99
InFi,chca,3,99
InFi,frcim,3,99
InFi,faco,3,99
InFi,nigi,3,99
InFi,elka,3,99
InFi,dako,3,99
InFi,rogr,3,99
InFi,musa,3,99
InFi,jesey,3,99
InFi,anwa,3,99
InFi,stwo,3,99
vias,InFi,3,99
chca,InFi,3,99
frcim,InFi,3,99
faco,InFi,3,99
nigi,InFi,3,99
elka,InFi,3,99
dako,InFi,3,99
rogr,InFi,3,99
musa,InFi,3,99
jesey,InFi,3,99
anwa,InFi,3,99
stwo,InFi,3,99
CAg,vias,3,99
CAg,chca,3,99
CAg,frcim,3,99
CAg,faco,3,99
CAg,nigi,3,99
CAg,elka,3,99
CAg,dako,3,99
CAg,rogr,3,99
CAg,musa,3,99
CAg,jesey,3,99
CAg,anwa,3,99
CAg,stwo,3,99
vias,CAg,3,99
chca,CAg,3,99
frcim,CAg,3,99
faco,CAg,3,99
nigi,CAg,3,99
elka,CAg,3,99
dako,CAg,3,99
rogr,CAg,3,99
musa,CAg,3,99
jesey,CAg,3,99
anwa,CAg,3,99
stwo,CAg,3,99
MeFil,vias,3,99
MeFil,chca,3,99
MeFil,frcim,3,99
MeFil,faco,3,99
MeFil,nigi,3,99
MeFil,elka,3,99
MeFil,dako,3,99
MeFil,rogr,3,99
MeFil,musa,3,99
MeFil,jesey,3,99
MeFil,anwa,3,99
MeFil,stwo,3,99
vias,MeFil,3,99
chca,MeFil,3,99
frcim,MeFil,3,99
faco,MeFil,3,99
nigi,MeFil,3,99
elka,MeFil,3,99
dako,MeFil,3,99
rogr,MeFil,3,99
musa,MeFil,3,99
jesey,MeFil,3,99
anwa,MeFil,3,99
stwo,MeFil,3,99
OpFil,Ida,1,99
PhFiIn,Ida,1,99
MeFiBa,Ida,2,1
DeDaFi,Ida,2,1
PoFi,Ida,2,1
Eu,Ida,2,1
pidz,Ida,1,99
chhu,Ida,1,99
erab,Ida,1,99
ewpu,Ida,1,99
pidz,chhu,3,99
pidz,erab,3,99
pidz,ewpu,3,99
chhu,pidz,3,99
erab,pidz,3,99
ewpu,pidz,3,99
chhu,erab,3,99
chhu,ewpu,3,99
erab,chhu,3,99
ewpu,chhu,3,99
erab,ewpu,3,99
ewpu,erab,3,99
MeFiBa,OpFil,2,1
MeFiBa,PhFiIn,2,1
DeDaFi,OpFil,2,1
DeDaFi,PhFiIn,2,1
PoFi,OpFil,2,2
PoFi,PhFiIn,2,1
Eu,OpFil,2,2
Eu,PhFiIn,2,1
OpFil,pidz,3,99
OpFil,chhu,3,99
OpFil,erab,3,99
OpFil,ewpu,3,99
pidz,OpFil,3,99
chhu,OpFil,3,99
erab,OpFil,3,99
ewpu,OpFil,3,99
PhFiIn,pidz,3,99
PhFiIn,chhu,3,99
PhFiIn,erab,3,99
PhFiIn,ewpu,3,99
pidz,PhFiIn,3,99
chhu,PhFiIn,3,99
erab,PhFiIn,3,99
ewpu,PhFiIn,3,99
InFi,LaG,1,99
BaFi,LaG,1,99
MeFil,LaG,1,99
PaFil,LaG,1,99
FrCi,LaG,1,99
nigi,LaG,1,99
frcim,LaG,1,99
jesey,LaG,1,99
faco,LaG,1,99
nigi,frcim,3,99
nigi,jesey,3,99
nigi,faco,3,99
frcim,jesey,3,99
frcim,faco,3,99
jesey,faco,3,99
frcim,nigi,3,99
jesey,nigi,3,99
faco,nigi,3,99
jesey,frcim,3,99
faco,frcim,3,99
faco,jesey,3,99
InFi,nigi,3,99
BaFi,nigi,3,99
MeFil,nigi,3,99
PaFil,nigi,3,99
FrCi,nigi,3,99
nigi,InFi,3,99
nigi,BaFi,3,99
nigi,MeFil,3,99
nigi,PaFil,3,99
nigi,FrCi,3,99
InFi,frcim,3,99
BaFi,frcim,3,99
MeFil,frcim,3,99
PaFil,frcim,3,99
FrCi,frcim,3,99
frcim,InFi,3,99
frcim,BaFi,3,99
frcim,MeFil,3,99
frcim,PaFil,3,99
frcim,FrCi,3,99
InFi,jesey,3,99
BaFi,jesey,3,99
MeFil,jesey,3,99
PaFil,jesey,3,99
FrCi,jesey,3,99
jesey,InFi,3,99
jesey,BaFi,3,99
jesey,MeFil,3,99
jesey,PaFil,3,99
jesey,FrCi,3,99
InFi,faco,3,99
BaFi,faco,3,99
MeFil,faco,3,99
PaFil,faco,3,99
FrCi,faco,3,99
faco,InFi,3,99
faco,BaFi,3,99
faco,MeFil,3,99
faco,PaFil,3,99
faco,FrCi,3,99
Eu,LaG,2,1
ReLa,LaG,2,1
MiPeIBeELeAtCu,LaG,2,1
RoLaFiCo,LaG,2,1
CrEuMe,LaG,2,1
Eu,InFi,2,2
ReLa,InFi,2,1
MiPeIBeELeAtCu,InFi,2,1
RoLaFiCo,InFi,2,1
CrEuMe,InFi,2,1
Eu,BaFi,2,1
ReLa,BaFi,2,1
MiPeIBeELeAtCu,BaFi,2,1
RoLaFiCo,BaFi,2,1
CrEuMe,BaFi,2,1
Eu,MeFil,2,2
ReLa,MeFil,2,1
MiPeIBeELeAtCu,MeFil,2,1
RoLaFiCo,MeFil,2,1
CrEuMe,MeFil,2,1
Eu,PaFil,2,1
ReLa,PaFil,2,1
MiPeIBeELeAtCu,PaFil,2,1
RoLaFiCo,PaFil,2,1
CrEuMe,PaFil,2,1
Eu,FrCi,2,2
ReLa,FrCi,2,1
MiPeIBeELeAtCu,FrCi,2,1
RoLaFiCo,FrCi,2,1
CrEuMe,FrCi,2,2
EspFiPr,Rom,1,99
PaMe,Rom,1,99
nice,Rom,1,99
alcu,Rom,1,99
garo,Rom,1,99
nice,alcu,3,99
nice,garo,3,99
garo,nice,3,99
garo,alcu,3,99
alcu,garo,3,99
alcu,nice,3,99
EspFiPr,nice,3,99
EspFiPr,alcu,3,99
EspFiPr,garo,3,99
PaMe,nice,3,99
PaMe,alcu,3,99
PaMe,garo,3,99
nice,EspFiPr,3,99
alcu,EspFiPr,3,99
garo,EspFiPr,3,99
nice,PaMe,3,99
alcu,PaMe,3,99
garo,PaMe,3,99
SePi,TheSh,1,99
BulPr,TheSh,1,99
DoDaYo,TheSh,1,99
guto,TheSh,1,99
jmda,TheSh,1,99
guto,jmda,3,99
jmda,guto,3,99
SePi,guto,3,99
BulPr,guto,3,99
DoDaYo,guto,3,99
SePi,jmda,3,99
BulPr,jmda,3,99
DoDaYo,jmda,3,99
guto,SePi,3,99
guto,BulPr,3,99
guto,DoDaYo,3,99
jmda,SePi,3,99
jmda,BulPr,3,99
jmda,DoDaYo,3,99
SiOlPi,Ang,1,99
CiOnOr,Ang,1,99
ladi,Ang,1,99
ladi,SiOlPi,3,99
ladi,CiOnOr,3,99
SiOlPi,ladi,3,99
CiOnOr,ladi,3,99
FaRhPr,Des,1,99
MaFi,Des,1,99
LuFi,Des,1,99
CeNaAuDeCi,Des,2,1
guar,Des,1,99
roco,Des,1,99
mifr,Des,1,99
lovi,Des,1,99
guar,roco,3,99
guar,mifr,3,99
guar,lovi,3,99
roco,guar,3,99
roco,mifr,3,99
roco,lovi,3,99
mifr,guar,3,99
mifr,roco,3,99
mifr,lovi,3,99
lovi,guar,3,99
lovi,roco,3,99
lovi,mifr,3,99
CeNaAuDeCi,FaRhPr,2,1
CeNaAuDeCi,MaFi,2,1
CeNaAuDeCi,LuFi,2,1
FaRhPr,lovi,3,99
MaFi,lovi,3,99
LuFi,lovi,3,99
FaRhPr,mifr,3,99
MaFi,mifr,3,99
LuFi,mifr,3,99
FaRhPr,guar,3,99
MaFi,guar,3,99
LuFi,guar,3,99
FaRhPr,roco,3,99
MaFi,roco,3,99
LuFi,roco,3,99
lovi,FaRhPr,3,99
lovi,MaFi,3,99
lovi,LuFi,3,99
mifr,FaRhPr,3,99
mifr,MaFi,3,99
mifr,LuFi,3,99
guar,FaRhPr,3,99
guar,MaFi,3,99
guar,LuFi,3,99
roco,FaRhPr,3,99
roco,MaFi,3,99
roco,LuFi,3,99
RoAnFi,End,1,99
41FiAs,End,1,99
EsFiPr,End,1,99
CoOf,End,1,99
ArFrCi,End,1,99
SvTeAb,End,1,99
Eu,End,2,1
NoFiTv,End,2,1
CeNaDuCiEtDeLiAn,End,2,1
SwFiIn,End,2,1
FiMeNr,End,2,1
NorFi,End,2,1
SvFi,End,2,1
pesa,End,1,99
phbo,End,1,99
haov,End,1,99
pesa,phbo,3,99
pesa,haov,3,99
haov,pesa,3,99
haov,phbo,3,99
phbo,haov,3,99
phbo,pesa,3,99
Eu,RoAnFi,2,1
NoFiTv,RoAnFi,2,1
CeNaDuCiEtDeLiAn,RoAnFi,2,1
SwFiIn,RoAnFi,2,1
FiMeNr,RoAnFi,2,1
NorFi,RoAnFi,2,1
SvFi,RoAnFi,2,1
Eu,41FiAs,2,1
NoFiTv,41FiAs,2,1
CeNaDuCiEtDeLiAn,41FiAs,2,1
SwFiIn,41FiAs,2,1
FiMeNr,41FiAs,2,1
NorFi,41FiAs,2,1
SvFi,41FiAs,2,1
Eu,EsFiPr,2,2
NoFiTv,EsFiPr,2,2
CeNaDuCiEtDeLiAn,EsFiPr,2,1
SwFiIn,EsFiPr,2,1
FiMeNr,EsFiPr,2,1
NorFi,EsFiPr,2,1
SvFi,EsFiPr,2,2
Eu,CoOf,2,2
NoFiTv,CoOf,2,2
CeNaDuCiEtDeLiAn,CoOf,2,1
SwFiIn,CoOf,2,1
FiMeNr,CoOf,2,1
NorFi,CoOf,2,1
SvFi,CoOf,2,2
Eu,ArFrCi,2,4
NoFiTv,ArFrCi,2,2
CeNaDuCiEtDeLiAn,ArFrCi,2,3
SwFiIn,ArFrCi,2,1
FiMeNr,ArFrCi,2,1
NorFi,ArFrCi,2,1
SvFi,ArFrCi,2,2
Eu,SvTeAb,2,2
NoFiTv,SvTeAb,2,2
CeNaDuCiEtDeLiAn,SvTeAb,2,1
SwFiIn,SvTeAb,2,1
FiMeNr,SvTeAb,2,1
NorFi,SvTeAb,2,1
SvFi,SvTeAb,2,2
RoAnFi,pesa,3,99
41FiAs,pesa,3,99
EsFiPr,pesa,3,99
CoOf,pesa,3,99
ArFrCi,pesa,3,99
SvTeAb,pesa,3,99
RoAnFi,phbo,3,99
41FiAs,phbo,3,99
EsFiPr,phbo,3,99
CoOf,phbo,3,99
ArFrCi,phbo,3,99
SvTeAb,phbo,3,99
RoAnFi,haov,3,99
41FiAs,haov,3,99
EsFiPr,haov,3,99
CoOf,haov,3,99
ArFrCi,haov,3,99
SvTeAb,haov,3,99
haov,RoAnFi,3,99
haov,41FiAs,3,99
haov,EsFiPr,3,99
haov,CoOf,3,99
haov,ArFrCi,3,99
haov,SvTeAb,3,99
pesa,RoAnFi,3,99
pesa,41FiAs,3,99
pesa,EsFiPr,3,99
pesa,CoOf,3,99
pesa,ArFrCi,3,99
pesa,SvTeAb,3,99
phbo,RoAnFi,3,99
phbo,41FiAs,3,99
phbo,EsFiPr,3,99
phbo,CoOf,3,99
phbo,ArFrCi,3,99
phbo,SvTeAb,3,99
DoSr,Sac,1,99
LaFeEn,Sac,1,99
RaCi,Sac,1,99
RoLaFiCo,Sac,2,1
FiLaDiSv,Sac,2,1
ReLa,Sac,2,1
MiPeIBeELeAtCu,Sac,2,1
CeNaDuCiEtDeLiAn,Sac,2,1
roba,Sac,1,99
pabr,Sac,1,99
guol,Sac,1,99
mavi,Sac,1,99
caso,Sac,1,99
pabr,roba,3,99
guol,roba,3,99
mavi,roba,3,99
caso,roba,3,99
roba,pabr,3,99
guol,pabr,3,99
mavi,pabr,3,99
caso,pabr,3,99
roba,guol,3,99
pabr,guol,3,99
mavi,guol,3,99
caso,guol,3,99
roba,mavi,3,99
pabr,mavi,3,99
guol,mavi,3,99
caso,mavi,3,99
roba,caso,3,99
pabr,caso,3,99
guol,caso,3,99
mavi,caso,3,99
RoLaFiCo,DoSr,2,1
FiLaDiSv,DoSr,2,1
ReLa,DoSr,2,1
MiPeIBeELeAtCu,DoSr,2,1
CeNaDuCiEtDeLiAn,DoSr,2,1
RoLaFiCo,LaFeEn,2,1
FiLaDiSv,LaFeEn,2,1
ReLa,LaFeEn,2,1
MiPeIBeELeAtCu,LaFeEn,2,1
CeNaDuCiEtDeLiAn,LaFeEn,2,1
RoLaFiCo,RaCi,2,1
FiLaDiSv,RaCi,2,1
ReLa,RaCi,2,1
MiPeIBeELeAtCu,RaCi,2,1
CeNaDuCiEtDeLiAn,RaCi,2,1
DoSr,roba,3,99
LaFeEn,roba,3,99
RaCi,roba,3,99
DoSr,pabr,3,99
LaFeEn,pabr,3,99
RaCi,pabr,3,99
DoSr,guol,3,99
LaFeEn,guol,3,99
RaCi,guol,3,99
DoSr,mavi,3,99
LaFeEn,mavi,3,99
RaCi,mavi,3,99
DoSr,caso,3,99
LaFeEn,caso,3,99
RaCi,caso,3,99
roba,DoSr,3,99
roba,LaFeEn,3,99
roba,RaCi,3,99
pabr,DoSr,3,99
pabr,LaFeEn,3,99
pabr,RaCi,3,99
guol,DoSr,3,99
guol,LaFeEn,3,99
guol,RaCi,3,99
mavi,DoSr,3,99
mavi,LaFeEn,3,99
mavi,RaCi,3,99
caso,DoSr,3,99
caso,LaFeEn,3,99
caso,RaCi,3,99
bioa,Tou,1,99
phav,Tou,1,99
adpi,Tou,1,99
bedr,Tou,1,99
rasi,Tou,1,99
alka,Tou,1,99
mabo,Tou,1,99
MaFil,Tou,1,99
RoPr,Tou,1,99
Pin,Tou,1,99
Ag,Tou,1,99
LeFiDeLe,Tou,1,99
4PrFi,Tou,1,99
MitMe,Tou,2,1
Eu,Tou,2,1
bioa,phav,3,99
bioa,adpi,3,99
bioa,bedr,3,99
bioa,rasi,3,99
bioa,alka,3,99
bioa,mabo,3,99
phav,bioa,3,99
adpi,bioa,3,99
bedr,bioa,3,99
rasi,bioa,3,99
alka,bioa,3,99
mabo,bioa,3,99
phav,adpi,3,99
phav,bedr,3,99
phav,rasi,3,99
phav,alka,3,99
phav,mabo,3,99
adpi,phav,3,99
bedr,phav,3,99
rasi,phav,3,99
alka,phav,3,99
